Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Tipo,Puntaje
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 23:46:28+00:00,reporte de autoridades el mpo de santiago através de su alcalde comparte la actualización de retornos subterráneos en la carretera nacional los invito a extremar precauciones y evitar puntos de riesgo los pronósticos indican que las lluvias continuarán el día de hoy,26,7,0,0,lluvia,0.4707303643226623
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 23:38:58+00:00,rt fiscalianl reporte del grupo especializado de búsqueda inmediata personas localizadas con vida,0,24,0,0,no se relaciona,-0.1309184581041336
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 21:10:33+00:00,se forma una hermosa cascada detrás de la presa de la boca entre bahía escondida y la cortina cortesía de omar otero nelvaldez mtyfollow cavazossantiago,111,24,1,0,no se relaciona,1.3896762002259493
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 21:07:24+00:00,nos comparten estás laminas que se desprendieron de algunos autos si alguna de estas es tuya con tarjeta de circulación presentarse en albercas padmont valle alto cicmty,24,25,1,0,problema vial,0.7637869343161583
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:50:32+00:00,rt elnortelocal video durante las lluvias que azotaron en la zona metropolitana vecinos captan a un oso rondando por las calles de la c,0,253,0,0,lluvia,-0.7617378160357475
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:41:49+00:00,rt abcnoticiasmx así luce la presa la boca tras las fuertes lluvias registradas anoche nivel actual la semana pasada estaba,0,13,0,0,lluvia,-0.8485476225614548
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:41:11+00:00,rt belysalazarias hermosas imágenes se sigue acumulando agua para la presa la boca rodrigo gómez mauromoralesmtz creditos,0,67,0,0,no se relaciona,0.5826165527105331
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:40:38+00:00,rt nelvaldez mm de lluvia acumulada en mi pluviometro analógico en las últimas horas en zona sur de monterrey veamos cuanto más s,0,12,0,0,lluvia,-0.7890215143561363
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:34:28+00:00,rt nelvaldez reportan lluvia fuerte en la cabecera municipal de allende nl pm,0,17,0,0,lluvia,-1.129434634000063
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:15:32+00:00,rt elnortelocal en medio de la tormenta de anoche en la zona metropolitana de monterrey un hombre y su hijo apoyan a un motociclista qu,0,242,0,0,lluvia,-0.3255518972873688
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 19:14:59+00:00,rt mauromoralesmtz la presa elcuchillo ganó millones de metros cúbicos de agua ahora se encuentra al almacena millo,0,23,0,0,no se relaciona,-1.5026622787117958
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 18:19:05+00:00,rt informandonl solicitamos de su colaboración para localización de vanessa jaquelline almaraz ulloa mtyfollow comunidadmty ciudadan,0,20,0,0,no se relaciona,-0.3967515379190445
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 18:17:38+00:00,rt elpatozambrano presa rodrigo gómez la boca disfruten vamos a ver si abrieron las cortinas lunes de sept,0,13,0,0,no se relaciona,-0.2442997097969055
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 16:54:19+00:00,rt fiscalianl si con las lluvias perdiste alguna de las placas de tu automóvil te invitamos a realizar un reporte de extravío en nuestra,0,20,0,0,lluvia,-1.1281198263168335
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 16:47:59+00:00,rt nelvaldez ahora si parece una verdadera cascada la cola de caballo en santiago nuevoleón,0,792,0,0,no se relaciona,-0.4494022279977798
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 16:32:31+00:00,av portal del huajuco acceso de carretera nacional a la herradura algunos cruces o vados son transitables cuando deja de llover recomendamos tomarse un tiempo y esperar a que baje la lluvia y no exponerse cualquier emergencia reportar al nelvaldez cicmty,19,5,1,0,lluvia,0.5186290889978409
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 16:17:37+00:00,vehículo arrastrado anoche por la corriente en av portal del huajuco en el sector de la herradura permanece en el lugar sspcmonterrey,7,1,0,0,no se relaciona,-1.5508880810812116
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 15:52:53+00:00,rt elnortelocal tras las lluvias de la noche y madrugada la presa la boca registra hoy un de su llenado informa conagua el jueves,0,8,0,0,lluvia,-1.2479955069720745
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 15:51:07+00:00,rt rayelizalder ahora muere familia arrastrada por el agua en el km carrcadereyta en allende a la altura de hacienda el barranquit,0,27,0,0,no se relaciona,-1.4048713892698288
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 15:03:40+00:00,si alguien encontró está placa o cualquier otra favor de enviarnos un mensaje o poner en comentarios la información cic nelvaldez,1,0,0,0,no se relaciona,-1.3336382955312729
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 14:52:04+00:00,hermosa vista aerea así amaneció la presa de la boca hoy por la mañana subió su nivel metros aumenta al cicmty nelvaldez joluisgarcia telediariomty mtyfollow cavazossantiago,47,4,1,0,no se relaciona,-0.1512099653482437
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 14:09:03+00:00,rt rvtallerbeto el nivel subió como metros en la presa de la boca,0,47,0,0,no se relaciona,-1.3603633027523756
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:59:32+00:00,rt prensaaquiahora allende,0,6,0,0,no se relaciona,0.2185363173484802
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:53:30+00:00,rt prensaaquiahora santiago,0,8,0,0,no se relaciona,0.318740464746952
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:31:31+00:00,rt uanl avisouanl con respecto de las intensas lluvias en el estado,0,410,0,0,lluvia,0.2361799627542495
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:23:45+00:00,rt nuevoleon,0,6,0,0,no se relaciona,0.4134107604622841
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:23:29+00:00,rt nuevoleon información importante de la secretaría de educación de nuevo león,0,60,0,0,no se relaciona,0.8930429928004742
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:13:31+00:00,rt prepatecmty a nuestra comunidad prepatec,0,6,0,0,no se relaciona,1.0536183081567287
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 10:09:08+00:00,rt quesucedeenmty tráfico colapsado a la altura del uro debido a las inundaciones varios carros atascados ya se encuentra protección ci,0,53,0,0,problema vial,-1.6215761080384254
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 05:44:47+00:00,rt tecmilenio avisoimportante estimada comunidad tecmilenio de acuerdo con las recomendaciones de protección civil del estado de nuev,0,39,0,0,no se relaciona,1.2161519210785627
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:33:01+00:00,rt edyramos alfonso reyes y junco de la vega col contry abimaelsalas nelvaldez mauromoralesmtz,0,54,0,0,no se relaciona,-1.0497650653123856
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:23:50+00:00,rt arsamty a cuidarse mucho clases suspendidas mañana muy complicada la vialidad en la zona no salgan sigan a atentosmtysur para de,0,5,0,0,problema vial,-1.3128312230110168
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:23:30+00:00,rt nelvaldez ultimahora anuncia el gobernador samuel garcía que se suspenden clases mañana lunes en el turno matutino de educación bá,0,316,0,0,no se relaciona,-1.4077401086688042
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:14:50+00:00,rt nelvaldez atención la udem informa que mañana las clases serán solo en línea,0,39,0,0,no se relaciona,-0.7921480238437653
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:12:05+00:00,debajo del puente del uro los automovilistas se resguardan en espera de que la corriente ceda para poder incorporarse o poder llegar a sus viviendas cualquier emergencia reportar al cicmty,66,24,0,1,no se relaciona,0.2796926200389862
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:11:01+00:00,reportan el canal de la rioja con gran afluente por el momento no representa riesgo para la zona de la rioja pero lamentablemente a medida que se adentra hacia granja postal las viviendas pueden verse afectadas cualquier emergencia reportar al cicmty,113,31,0,1,no se relaciona,-0.816193850710988
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 04:10:05+00:00,lateral de lázaro cárdenas al poniente saliendo de alfonso reyes se encuentra inundado evite circular por la zona cicmty sspcmonterrey,33,15,0,0,inundación,-1.4627962708473206
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 03:42:58+00:00,rt mauromoralesmtz en laestanzuela ya llevan mm de precipitación en el día de hoy domingo,0,44,0,0,no se relaciona,-1.0998143702745438
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 01:49:30+00:00,rt davidfaz pm radar indica fuerte lluvia en sectores de guadalupe juárez y apodaca tiende a generalizarse la precipitación en el,0,11,0,0,lluvia,-0.1190735846757888
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 01:06:26+00:00,rt nelvaldez así el agua en bosques de san josé en santiago nuevoleon en estos momentos,0,70,0,0,no se relaciona,0.6127929463982582
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-05 01:06:11+00:00,rt mauromoralesmtz lloviendo esta tarde de domingo se esperan acumulados importantes de precipitación,0,30,0,0,no se relaciona,-0.8107140213251114
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 20:02:03+00:00,rt infomty llega abastecimiento de agua a litros por segundo info nuevoleón samuelgarcía abastecim,0,21,0,0,no se relaciona,-0.1805032640695572
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 16:59:48+00:00,rt likemty duplica presa la boca cantidad de agua en una semana hace unos días el almacenaje era de hoy se elevó a c,0,50,0,0,no se relaciona,-1.3136489260941744
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 16:56:29+00:00,rt elnortelocal el choque de un auto con la parte trasera del un tráiler deja como saldo una persona fallecida y una herida en la carret,0,3,0,0,problema vial,-1.6259966921061275
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 16:55:01+00:00,rt nelvaldez simulador de radar entorno a la medianoche de este domingo lluvias muy fuertes en la zona metropolitana de monterrey y,0,27,0,0,lluvia,-0.3348439633846283
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 15:13:18+00:00,rt nelvaldez de cumplirse los pronósticos como muestra el conseso de modelos meteorológicos para hoy y el inicio de la semana notaremos,0,49,0,0,no se relaciona,0.7929223999381065
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 03:48:25+00:00,rt likemty fuerte corriente de agua al sur de monterrey en camino al diente por la casa del empresario alfonso romo evite circul,0,90,0,0,no se relaciona,-1.121713913977146
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 02:16:25+00:00,rt informativo así se encuentra actualmente el arroyo la chueca la entraba al vaso de la presa la boca en santiago tras las ll,0,110,0,0,no se relaciona,-0.2211534231901168
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 02:13:28+00:00,rt davidfaz así lucía esta tarde el arroyo seco a la altura de la colonia alta vista al sur de monterrey,0,39,0,0,no se relaciona,-0.4053736180067062
AtentosMTYSur,Atentos Mty Sur ¡vecinos en acción!,2022-09-04 02:06:39+00:00,rt infomty se presentan abundantes lluvias al sur de monterrey info infolocal monterrey,0,10,0,0,lluvia,-0.65085319429636
BomberosNL,Bomberos de Nuevo León,2022-09-05 20:57:43+00:00,no olvides que puedes apoyarnos realizando un donativo al pagar tu derecho vehicular tu ayuda es muy importante refrendovehicular bomberosnl,9,2,0,0,no se relaciona,0.7253342345356941
BomberosNL,Bomberos de Nuevo León,2022-09-05 13:42:43+00:00,rt saz buenos días anoche se llevaron a cabo labores de apoyo a nuestra comunidad en diferentes partes del área metropolitana dest,0,10,0,0,no se relaciona,1.120189793407917
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 23:50:41+00:00,se exhorta a los conductores a manejar con precaución ante las intensas lluvias encender las luces y salir con tiempo a su destino,4,0,0,0,lluvia,0.5682581886649132
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 23:50:41+00:00,otros cierre a la circulación es el de díaz ordaz y aarón sáenz las autoridades municipales realizaron otro cierre en el paso que está bajo garza sada a la altura del parque canoas al sur de la ciudad,7,3,1,0,problema vial,-1.0643591806292534
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 23:50:40+00:00,por las lluvias que se registran esta tarde se implementaron los primeros cierres viales el primer cruce que fue cerrado fue el de marcelo torcuato y bartolomé mitre en san bernabé en la zona norte de la ciudad,14,5,2,0,lluvia,-0.0690416991710662
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 21:18:50+00:00,se mantienen unidades en varios puntos para en caso de registrarse encharcamientos evaluar la situación y de ser necesario implementar cierres a la circulación,7,3,0,0,inundación,0.6851483844220638
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 19:37:21+00:00,hoy de septiembre es el día del policía en nuevo león los felicitamos en su día y reconocemos la labor y esfuerzo que realizan los policías dentro de nuestra corporación para hacer de monterrey la ciudad que todos merecemos ahora nos cuidamos juntas y juntos,6,0,0,0,no se relaciona,1.7273794172797352
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 11:19:22+00:00,cierres implementados por lluvias por parte de tránsito de monterrey conchello y ruiz cortines se mantiene cierre ruiz cortines y alfonso reyes se mantiene cierre extreme precauciones al manejar,72,32,2,2,lluvia,-0.8339142873883247
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 11:18:10+00:00,,10,1,0,0,no se relaciona,0.0
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 11:17:59+00:00,compañeros de policía tránsito y protección civil brindaron apoyo ciudadano en diferentes sectores de la ciudad durante la noche del domingo y madrugada del lunes por las lluvias registradas,19,1,1,0,lluvia,0.8656562678515911
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 05:02:39+00:00,rt servpublicosmty,0,39,0,0,no se relaciona,0.1190675273537635
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-05 00:30:01+00:00,ruiz cortines para circular a alfonso reyes al sur cerrada la vialidad en los bajos del puente vehicular igualmente conchello y ruiz cortines también también se encuentran cerrados de norte a sur extreme precauciones al conducir,58,27,0,3,problema vial,-1.5486571192741394
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-04 23:52:33+00:00,ante la lluvia que se registra en la zona sur de la ciudad se cerró la vialidad en el acceso al parque canoas por la avenida garza sada la autoridades de la dirección de tránsito de monterrey presentes en caso de emergencia comunícate al,16,7,3,1,lluvia,-1.1331370025873184
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-04 23:05:08+00:00,con esta jornada de la limpieza arroyo vivo se busca cuidar al medio ambiente y prevenir percances por las lluvias,3,1,0,0,lluvia,1.225744092836976
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-04 23:05:07+00:00,la jornada tuvo lugar en la colonia cerro de la campana participando cerca de voluntarios de diferentes dependencias tránsito protección civil organismos civiles instituciones y empresas de la localidad,1,1,1,0,no se relaciona,0.4619683995842933
SSPCMonterrey,Seguridad y Protección a la Ciudadanía Monterrey,2022-09-04 23:05:06+00:00,oficiales de la policía de monterrey participaron este sábado en la jornada de limpieza del arroyo seco,5,3,2,0,no se relaciona,0.7172823771834373
pc_mty,Protección Civil Monterrey,2022-09-05 14:34:20+00:00,continuamos atendiendo sus reportes nos encontramos en la zona norte en el canal modular de av cabezada les pedimos a la ciudadanía tomar las debidas precauciones y evitar exponerse en casos de emergencia comunícate al o al,24,8,0,0,no se relaciona,1.0236817747354507
pc_mty,Protección Civil Monterrey,2022-09-05 05:02:05+00:00,rt servpublicosmty sspcmonterrey pcmty monterrey lluviamonterrey puntosderiesgo,0,3,0,0,lluvia,-0.6658678501844406
pc_mty,Protección Civil Monterrey,2022-09-05 05:02:01+00:00,rt servpublicosmty en casos de emergencia llama al o al,0,17,0,0,no se relaciona,-0.2056773602962494
PortalElPunto,Portal El Punto,2022-09-05 23:59:34+00:00,esteriliza apodacaoficial más de animales caninos y felinos cesargarzav,0,0,0,0,no se relaciona,-1.48332198895514
PortalElPunto,Portal El Punto,2022-09-05 23:56:52+00:00,limpia y libera santa catarina avenidas y calles tras lluvias jesusnavanl stacatarinagob,0,0,0,0,lluvia,1.4423989355564115
PortalElPunto,Portal El Punto,2022-09-05 23:53:58+00:00,supervisa colosio zonas afectadas por lluvias colosioriojas mtygob,1,0,0,0,lluvia,0.954640917479992
PortalElPunto,Portal El Punto,2022-09-05 23:46:52+00:00,alzan la voz por irregularidades en infonavit nl solucionesjuridicas,0,0,0,0,no se relaciona,-0.8776557520031929
PortalElPunto,Portal El Punto,2022-09-05 19:07:53+00:00,muere familia al ser arrastrada por el agua su camioneta en cadereyta inician labores de rescate en la carretera cadereytaallende en el kilómetro a la altura de hacienda el barranquito dos mujeres un hombre y un menor de edad pierden la vida al ser arrastrada la camioneta,0,0,0,0,problema vial,-1.3469703495502472
PortalElPunto,Portal El Punto,2022-09-05 17:24:47+00:00,captan inicio de lluvia mediante cámaras de monitoreo instaladas en la parte alta de monterrey se pudo captar la forma en que comenzó la lluvia de ayer impresionante,1,2,0,0,lluvia,1.4568137945607305
PortalElPunto,Portal El Punto,2022-09-05 14:21:01+00:00,así luce la presalaboca tras laa lluvias que se han presentado en los últimos días indican autoridades que tiene un de su capacidad de almacenamiento,0,0,0,0,lluvia,-0.2266340404748916
PortalElPunto,Portal El Punto,2022-09-05 13:45:41+00:00,informa pcnuevoleon sobre las condiciones climatologicas para los siguientes días en nl,0,0,0,0,no se relaciona,0.5532115772366524
PortalElPunto,Portal El Punto,2022-09-05 13:43:14+00:00,informa bienestarmx sobre la cancelación de la vacunación contra covid a menores de a años debido a las lluvias que se presentaron en nl,0,0,0,0,lluvia,0.1041606217622757
PortalElPunto,Portal El Punto,2022-09-05 05:42:08+00:00,mediante un comunicado la uanl indica suspensión de clases así como de labores a personal docente y administrativo cicmty mtyfollow mtyfollowmx,1,0,0,0,no se relaciona,-1.0972893685102465
PortalElPunto,Portal El Punto,2022-09-05 05:39:13+00:00,indican inundaciones en domicilios de cumbres garcianl sadasioficial cumbresallta,0,0,0,0,no se relaciona,-0.6666564047336578
PortalElPunto,Portal El Punto,2022-09-05 05:33:46+00:00,indican que en zona de sanbernabe al norte de monterrey la lluvia acumulada ocasiona inundaciones cicmty atentosmtysur mtyfollow elnortemty,2,0,0,0,lluvia,-1.094939924776554
PortalElPunto,Portal El Punto,2022-09-05 05:30:17+00:00,mediante un comunicado la udem indica que suspende clases y labores docentes y administrativas el día lunes de septiembre siendo de forma en línea sus actividades quedateencasa lluviasnl cicmty atentosmtysur monitoresspgg seguridadudem comunidadsanta,0,0,0,0,lluvia,-1.129477247595787
PortalElPunto,Portal El Punto,2022-09-05 04:50:03+00:00,suspenden clases por lluvia del turno matutino en educación básica de escuelas públicas y particulares también se suspenden las actividades del turno matutino de las escuelas normales y en las instituciones de educación media superior y superior cicmty judithmedrano likemty,3,2,0,0,lluvia,-1.4509246721863749
PortalElPunto,Portal El Punto,2022-09-05 04:46:26+00:00,reportan ciudadanos que en santiagonl vecinos de colonias privadas tuvieron que hacer boquetes en las paredes debido a la inundación en sus viviendas lluviasnl cicmty atentosmtysur judithmedrano likemty,8,2,0,0,inundación,-0.9648197665810584
PortalElPunto,Portal El Punto,2022-09-05 04:36:19+00:00,reportan en redes sociales que en junco de la vega y alfonso reyes en contry al sur de monterrey inundaciones por exceso de lluvia,14,2,0,0,lluvia,-1.1050093173980713
PortalElPunto,Portal El Punto,2022-09-04 19:20:06+00:00,renunciar para poder avanzar arzobispo de monterrey arzobispomty arquimty,2,0,0,0,no se relaciona,-1.1959394589066503
PortalElPunto,Portal El Punto,2022-09-04 19:17:28+00:00,va heribertotc coordinador de diputadosprinl en congresonl contra cohabitación forzada de menores,0,0,0,0,no se relaciona,-0.2661463767290115
PortalElPunto,Portal El Punto,2022-09-04 19:14:59+00:00,detona jesusnavanl obras en movilidad para santacatarinenses stacatarinagob,1,0,0,0,no se relaciona,1.0080920569598677
PortalElPunto,Portal El Punto,2022-09-04 19:12:52+00:00,ofrece mtygob brigada de servicios este mes en la alameda habrá vacuna anti covid colosioriojas,0,0,0,0,no se relaciona,0.2803357243537903
PortalElPunto,Portal El Punto,2022-09-04 19:11:04+00:00,amplia municipiodegpe programa pacto por a economía de tu hogar cristinadiazs,0,0,0,0,no se relaciona,1.077417492866516
PortalElPunto,Portal El Punto,2022-09-04 19:08:43+00:00,refuerza stacatarinagob prevención de violencia contra la mujer jesusnavanl,0,0,0,0,crimen,0.3975391536951065
PortalElPunto,Portal El Punto,2022-09-04 19:06:30+00:00,piden ciudadanos a congresonl el primer derecho es vivir,0,0,0,0,no se relaciona,-0.3920371979475021
visionmty1,visionmty,2022-09-05 16:48:22+00:00,primeras cuatro víctimas por lluvias una familia de cuatro integrantes falleció esta mañana cuando el vehículo en el que se trasladaban fue arrastrado por el agua a la altura del kilómetro de la carr cadereytaallende cerca de la hda el barranquito,2,0,1,0,lluvia,-1.5550731904804709
visionmty1,visionmty,2022-09-05 15:28:19+00:00,clases en la uanl serán en línea ante elpronóstico de más lluvias para el dia de hoy la uanl informó a través de un comunicado en rrss que los turnos vespertino y nocturno se realizarán en línea por medio de las diversas plataformas que que hace uso la institución,2,2,0,0,lluvia,0.6667181253433228
visionmty1,visionmty,2022-09-05 15:16:32+00:00,cambia imagen de presa la boca con las recientes lluvias registradas en los últimos días la seca imagen de la presa de la boca cambio radicalmente para dar una de recuperación de estar a menos del de su capacidad esta mañana muestra niveles que alcanzan el,3,1,0,0,lluvia,-0.9514411129057408
visionmty1,visionmty,2022-09-05 15:00:03+00:00,infarto puntos que debes tomar en cuenta para prevenirlo de esto te hablará la nutrióloga y especialista en diabetes patricia quiroz en su sección nutri tips solo aqui en visión mty nutricion infarto alimentacion a través de youtube,0,0,0,0,no se relaciona,-1.0216014385223389
visionmty1,visionmty,2022-09-05 13:47:15+00:00,taxistaregio revistacodigo alegon buen dia saludos,0,0,0,0,no se relaciona,0.8540885262191296
visionmty1,visionmty,2022-09-05 12:05:00+00:00,visión editorial la sociedad del conocimiento la cultura electoral por edilberto cervantes galván también se da el caso de que se anule alguna elección y entonces procede la reposición del proceso meses después columna completa,0,1,0,0,no se relaciona,-0.214648425579071
visionmty1,visionmty,2022-09-05 11:05:00+00:00,gana vieja militancia del pan en elección interna en san pedro y pierde ciudadania asume cargo de dirigente en partido sin dinero de esto y más te enterarás en la columna visión política por el visor columna completa,0,1,0,0,no se relaciona,-1.2200590446591375
visionmty1,visionmty,2022-09-05 04:58:06+00:00,confirma uanl suspención de clases aunqie habían mencionado que esperarían hasta las de la mañana de este lunes para definir la suspención o no de clases hace unos momentos la uanl confirmó que no tendrá clases el día de mañana,1,0,0,0,no se relaciona,-1.1506422236561775
visionmty1,visionmty,2022-09-05 04:50:25+00:00,pese a múltiples recomendaciones hombre se arriesga un hombre fue captado en video arriesgando su vida al caminar sobre una calle inundada debido a las constantes lluvias registradas este día en monterrey la grabación se realizó en av paseo de los leones y cumbres elite,5,3,0,0,lluvia,-0.4559737890958786
visionmty1,visionmty,2022-09-05 04:13:56+00:00,suspenden por lluvias clases matutinas las clases para los niveles básicos de educación en horario matutino quedaron suspendidas para mañana por las lluvias que se registran en monterrey la uanl esperará hasta las am checa puntos inundados,11,5,2,0,inundación,-1.492354640737176
visionmty1,visionmty,2022-09-05 00:51:27+00:00,aseguran que el cuchillo se construirá en tiempo record al dar inicio al arranque de la construcción de las bombas del acueducto el cuchillo ii el gobernador samuel garcía aseguró que los trabajos terminarán en tiempo record,0,0,1,0,no se relaciona,0.0615086406469345
SSP_Apodaca,Policía de Apodaca,2020-07-28 23:27:54+00:00,inicia la lluvia en diferentes sectores de apodacaoficial precaución al conducir con pavimento mojado sigue estas reglas básicas para evitar accidentes alsiguientenivel serviryproteger,27,15,1,1,lluvia,-0.1601157933473587
SSP_Apodaca,Policía de Apodaca,2020-07-27 14:40:59+00:00,rt cesargarzav importante ayúdame a difundir por seguridad de todos agradezco la comprensión apodaca,0,67,0,0,no se relaciona,1.4849698301404717
SSP_Apodaca,Policía de Apodaca,2020-07-27 03:44:23+00:00,en estos momentos el canalón en el poblado de huinalá a un de su capacidad alsiguientenivel serviryproteger,42,18,3,0,no se relaciona,-0.1886008232831955
SSP_Apodaca,Policía de Apodaca,2020-07-27 03:37:49+00:00,rosario si se encuentra aproximadamente a un de su capacidad,1,0,1,0,no se relaciona,-0.3886243104934692
SSP_Apodaca,Policía de Apodaca,2020-07-27 02:43:09+00:00,hace un momento se brindó el apoyo a dos personas de la tercera edad quienes solicitaron ser trasladados del centro de apodaca a la col ciudad natura alsiguientenivel serviryproteger,45,5,3,0,no se relaciona,-0.652535691857338
SSP_Apodaca,Policía de Apodaca,2020-07-26 23:42:02+00:00,oficiales de guardia de proximidad retiran de la vía pública a personas mayores de edad quienes estaban en riesgo al jugar con un colchón inflable en calles de la col ébanos alsiguientenivel serviryproteger,568,202,83,93,no se relaciona,-1.0977407693862915
SSP_Apodaca,Policía de Apodaca,2020-07-26 23:01:48+00:00,lc si ya se encuentra habilitada para la circulación en este momento,0,0,1,0,problema vial,0.3005114421248436
SSP_Apodaca,Policía de Apodaca,2020-07-26 22:42:51+00:00,en este momento el río pesquería al de su capacidad en su cruce con la calle e sexta en la col jardines de san andrés alsiguientenivel serviryproteger,35,9,2,0,no se relaciona,-0.0209746062755584
SSP_Apodaca,Policía de Apodaca,2020-07-26 21:25:06+00:00,ncytecknicolor nuevoleon apodacaen apodacaoficial indique la calle y numeral por favor,1,0,0,0,no se relaciona,-0.4887762069702148
SSP_Apodaca,Policía de Apodaca,2020-07-26 21:18:18+00:00,hace un momento se brindó apoyo a un grupo de vecinos que tenían horas esperando el transporte urbano se les traslada a la col paseo de santa rosa alsiguientenivel serviryproteger,117,22,8,2,no se relaciona,-0.429112896323204
SSP_Apodaca,Policía de Apodaca,2020-07-26 21:15:26+00:00,roquerrf acudió la unidad y conversó con las personas indicando que ya se iban a retirar de ese lugar,5,0,0,0,no se relaciona,-1.5286751873791218
SSP_Apodaca,Policía de Apodaca,2020-07-26 20:36:32+00:00,se procede a retirar a un menor de edad quien intentaba introducirse al canalón ubicado en av concordia en su cruce con la calle encino col nueva las puentes alsiguientenivel serviryproteger,50,12,15,6,no se relaciona,-1.2006959542632103
SSP_Apodaca,Policía de Apodaca,2020-07-26 20:26:15+00:00,felixgarz retiomty sabe que tipo de vehículo se acaba de apoya a un sedán color gris,0,0,1,0,no se relaciona,-0.7011057958006859
